09-16 15:00:00.293 23970 23970 E AndroidRuntime: FATAL EXCEPTION: main
09-16 15:00:00.293 23970 23970 E AndroidRuntime: Process: br.com.wanotifkeeper, PID: 23970
09-16 15:00:00.293 23970 23970 E AndroidRuntime: java.lang.IllegalStateException: A migration from 6 to 5 was required but not found. Please provide the necessary Migration path via RoomDatabase.Builder.addMigration(Migration ...) or allow for destructive migrations via one of the RoomDatabase.Builder.fallbackToDestructiveMigration* methods.
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:808)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at br.com.wanotifkeeper.NotifDao_Impl$24.call(NotifDao_Impl.java:804)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1100)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
09-16 15:00:00.293 23970 23970 E AndroidRuntime: 	Suppressed: kotlinx.coroutines.internal.DiagnosticCoroutineContextException: [StandaloneCoroutine{Cancelling}@f587e05, Dispatchers.Main.immediate]
09-18 18:08:31.637  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:31.656  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:31.746  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:31.764  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:32.358  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:32.592  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:32.592  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:32.594  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:32.594  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:32.595  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:32.595  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:32.595  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:32.596  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:32.596  3093 31426 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:32.597  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:32.597  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:32.597  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:32.598  3093 19330 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:32.635  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:32.653  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:32.742  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:32.761  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:32.791  1207  1235 E BatteryDump: !@new_battery_dump : 4420,-3,1500,1500,100,282,280,298,0,0,311,298,0,Full,NO_CHARGING,None,Good,USB_CDP,2,Normal,0,0,9420,0x0,0x10000,0x0,0,0,0,v0004,0,0/0-0-0-0,0000,0000,00000000,0,0,0,0,0,0,198,44123,9993,980,0,
09-18 18:08:32.797  1810  1841 D BatteryService: [processValuesLocked]batteryLevel:100 ,LastbatteryLevel:100 ,mPlugType:2 ,batteryStatus:5
09-18 18:08:32.798  1810  1841 D BatteryService: [countBatteryChangedConditions]mBatteryChangedConditionCounts:[84, 1, 1, 1336, 79, 287, 281, 0, 0, 89, 90, 0, 28, 0, 0, 7, 629, 79, 0, 0, 0, 1]
09-18 18:08:32.798  1810  1841 D BatteryService: Sending ACTION_BATTERY_CHANGED: level:100, status:5, health:2, remain:0, ac:false, usb:true, wireless:false, pogo:false, misc:0x10000, charge_type:0, charger_type:0, voltage:4420, temperature:282, online:5, charging_status:0, cycle_count:0, current_avg:-3000, ps:false, hvc:false, current_event:0x0, mcc:0, mcv:0, cc:5000000, present:true, scale:100, technology:Li-ion, protection:0
09-18 18:08:32.805  2576  2576 I AODBatteryManager: updateBatteryData: ACTION_BATTERY_CHANGED: true, isSleepModeChanged:false ,isRemainingTimeChanged: false, isUSBRestriction: false
09-18 18:08:32.806  2576  2576 I AODBatteryManager: getChargeEstimateTime: not charging
09-18 18:08:32.806  2576  2576 I AODBatteryManager: saveBatteryData : AOD BatteryData [mBatteryLevel=100, mBatteryStatus=FULL, mBatteryPlugType=USB, mBatteryPlugged=true, mRemainingChargeTime=0, mBatteryChargingType=0, mBatteryChargerType=NORMAL, mBatteryOnline=NOT_DEFINED, mBatterySwellingMode=NONE, mBatteryProtectMode=false, mBatteryProtectModeType=0, mSleepChargingEvent=null, mSleepChargingEventFinishTime=null, mBatteryHealth=2, mIsDirectPowerMode=false, mIsUsbRestriction=false]
09-18 18:08:32.807  2576  2576 I PowerUI : BATTERY_HEALTH_CHECK / batteryHealth : 2 / wirelessOverheat : false
09-18 18:08:32.807  1810  2288 I DeviceBatteryInfoService: action: android.intent.action.BATTERY_CHANGED
09-18 18:08:32.807  1810  2288 I DeviceBatteryInfoService: phone battery level: 100
09-18 18:08:32.807  1810  2288 I DeviceBatteryInfoService: phone battery status: 5
09-18 18:08:32.808  2576  4137 D PowerUI.Notification: updateNotification mWarning = false mPlaySound = false
09-18 18:08:32.809  1810  2132 D MotionRecognitionService: [SAR]  onReceive : ACTION_BATTERY_CHANGED, Plugged: 2
09-18 18:08:32.810  1810  1810 D AdaptiveBrightnessLongtermModelBuilder[0]: Received android.intent.action.BATTERY_CHANGED
09-18 18:08:32.812  2349  2349 D SemBigDataInfoController: Intent: android.intent.action.BATTERY_CHANGED
09-18 18:08:32.813  2576  2576 D SamsungBatteryMeterDrawable: onBatteryLevelChanged isSomethingChanged: false
09-18 18:08:32.813  2349  2349 D SemBigDataInfoController: Intent: android.intent.action.BATTERY_CHANGED
09-18 18:08:32.816  2576  2576 D SamsungBatteryMeterDrawable: onBatteryLevelChanged isSomethingChanged: false
09-18 18:08:32.816  2576  2576 D SamsungBatteryMeterDrawable: onBatteryLevelChanged isSomethingChanged: false
09-18 18:08:32.817  2576  2576 D KeyguardUpdateMonitor: handleBatteryUpdate
09-18 18:08:33.359  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:33.600  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:33.600  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:33.602  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:33.602  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:33.602  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:33.602  3093 18576 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:33.602  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:33.640  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:33.661  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:33.753  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:33.773  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:34.056   615   615 D io_stats: !@ Write_top(KB): vendor.samsung.:normal(1207) 8 kworker/u32:2:/(21888) 8
09-18 18:08:34.362  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:34.606  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:34.606  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:34.608  3093  2943 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:34.608  3093  2943 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:34.608  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:34.608  3093  2943 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:34.608  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:34.608  3093  2943 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:34.608  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:34.608  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:34.609  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:34.609  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:34.609  3093 18577 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:34.650  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:34.669  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:34.760  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:34.782  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:35.364  2576  3108 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:35.605  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:35.605  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:35.607  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:35.609  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
09-18 18:08:35.609  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:35.609  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:35.609  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:35.609  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.mercadolibre', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:35.609  3093 31424 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.openai.chatgpt', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 8, badge provider: 0
09-18 18:08:35.609  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.schibsted.bomnegocio.androidApp', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:35.610  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='air.Prex', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:35.610  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.gm', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 2, badge provider: 0
09-18 18:08:35.610  3093 18568 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.google.android.googlequicksearchbox', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 1, badge provider: 0
09-18 18:08:35.645  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:35.664  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:35.754  2576  2576 I LockscreenNotificationIconsOnlyController: onNotificationInfoUpdated 15
09-18 18:08:35.772  2576  2576 I AODNotificationManager: updateNotification() 
09-18 18:08:36.367  2576  2585 D SecFgsManagerController: onForegroundStateChanged: [dialog:false]:[isForeground:true]:[packageName:org.torproject.android]:[token:android.os.BinderProxy@8126a69]:[userId:0]
09-18 18:08:36.608  3093  3366 I HoneySpace.NotificationListener: onNotificationPosted org.torproject.android: 0|org.torproject.android|1|null|10343: 0
09-18 18:08:36.609  3093  3366 I HoneySpace.NotificationListener: invalid notification: org.torproject.android UserHandle{0}: canShowBadge is false
09-18 18:08:36.611  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.discord', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 4, badge provider: 0
09-18 18:08:36.611  3093 18575 I HoneySpace.BadgeDataSourceImpl: Get notification count. PK(p='com.linkedin.android', u=UserHandle{0}) - forceBadgeCount: false, notification listener: 9, badge provider: 1
